TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,BonusPoints,PaymentType
424,5/4/2025,1056,2017,404,1.0,834.66,260,AMEX
425,5/4/2025,1116,2095,403,3.0,490.79,300,Discover
426,5/4/2025,1179,2070,404,1.0,61.52,800,MASTERCARD
427,5/4/2025,1195,2031,401,3.0,1695.9,125,Discover
428,5/4/2025,1135,2090,403,0.0,0,510,Discover
429,5/4/2025,1144,2014,401,1.0,443.34,320,MASTERCARD
430,5/4/2025,1146,2068,402,1.0,2952.86,220,MASTERCARD
431,5/4/2025,1083,2066,404,0.0,516.06,620,MASTERCARD
432,5/4/2025,1174,2026,404,0.0,423.12,0,AMEX
433,5/4/2025,1130,2057,401,3.0,1747.92,310,MASTERCARD
434,5/4/2025,1033,2065,404,3.0,0,180,MASTERCARD
435,5/4/2025,1144,2007,404,2.0,933.42,340,MASTERCARD
436,5/4/2025,1185,2002,404,2.0,692.8,360,VISA
437,5/4/2025,1000,2095,402,0.0,0,450,Discover
438,5/4/2025,1011,2054,403,0.0,900.51,650,VISA
439,5/4/2025,1138,2007,401,3.0,2333.56,750,MASTERCARD
440,5/4/2025,1008,2036,404,1.0,196.18,120,Discover
441,5/4/2025,1196,2017,404,2.0,741.92,650,AMEX
442,5/4/2025,1097,2057,404,3.0,436.98,130,MASTERCARD
443,5/4/2025,1020,2087,402,2.0,637.28,0,AMEX
444,5/4/2025,1030,2022,404,1.0,604.06,410,AMEX
445,5/4/2025,1186,2028,401,0.0,2551.76,450,AMEX
446,5/4/2025,1076,2059,404,3.0,1536.15,435,MASTERCARD
447,5/4/2025,1058,2031,404,2.0,0,165,Discover
448,5/4/2025,1039,2035,402,0.0,899.99,275,Discover
449,5/4/2025,1008,2084,404,0.0,845.55,200,AMEX
450,5/4/2025,1061,2026,401,0.0,423.12,390,AMEX
451,5/4/2025,1152,2004,404,0.0,2781.75,310,VISA
452,5/4/2025,1062,2094,401,3.0,1973.4,0,Discover
453,5/4/2025,1112,2029,402,0.0,13.51,100,Discover
454,5/4/2025,1035,2064,403,1.0,0,110,MASTERCARD
455,5/4/2025,1187,2073,403,2.0,399.54,450,MASTERCARD
456,5/4/2025,1060,2038,402,1.0,3335.44,420,Discover
457,5/4/2025,1105,2038,403,0.0,1853.02,320,Discover
458,5/4/2025,1142,2075,402,3.0,3903.2,470,MASTERCARD
459,5/4/2025,1142,2063,401,2.0,1325.9,380,MASTERCARD
460,5/4/2025,1164,2085,404,2.0,387.44,120,AMEX
461,5/4/2025,1178,2053,404,1.0,1647.4,650,VISA
462,5/4/2025,1076,2048,402,3.0,1072.89,130,VISA
463,5/4/2025,1061,2028,403,1.0,1148.29,0,AMEX
464,5/4/2025,1118,2007,404,3.0,1750.17,410,MASTERCARD
465,5/4/2025,1142,2067,402,3.0,1163.8,450,MASTERCARD
466,5/4/2025,1062,2032,402,2.0,756.48,435,Discover
467,5/4/2025,1165,2010,404,2.0,124.54,165,MASTERCARD
468,5/4/2025,1023,2068,402,0.0,2460.72,275,MASTERCARD
469,5/4/2025,1068,2048,401,0.0,715.26,200,VISA
470,5/4/2025,1048,2097,402,3.0,0,390,Discover
471,5/4/2025,1053,2042,403,0.0,167.61,310,Discover
472,5/4/2025,1054,2024,401,3.0,372.81,0,AMEX
473,5/4/2025,1062,2089,402,3.0,1240.56,120,Discover
474,5/4/2025,1061,2070,403,2.0,27.34,100,MASTERCARD
475,5/4/2025,1097,2059,403,2.0,0,600,MASTERCARD
476,5/4/2025,1066,2046,404,3.0,200.58,250,VISA
477,5/4/2025,1025,2092,404,2.0,771.54,820,Discover
478,5/4/2025,1052,2047,403,3.0,334.98,160,VISA
479,5/4/2025,1011,2072,402,1.0,756.54,340,MASTERCARD
480,5/4/2025,1004,2033,404,2.0,0,360,Discover
481,5/4/2025,1039,2025,403,1.0,503.32,0,AMEX
482,5/4/2025,1097,2072,402,3.0,420.3,650,MASTERCARD
483,5/4/2025,1140,2083,403,2.0,1843.58,750,AMEX
484,5/4/2025,1195,2062,404,3.0,3096.8,200,MASTERCARD
485,5/4/2025,1043,2093,403,1.0,1360.69,350,Discover
486,5/4/2025,1035,2092,404,1.0,0,0,Discover
487,5/4/2025,1138,2082,401,0.0,533.2,0,AMEX
488,5/4/2025,1019,2085,401,0.0,484.3,125,AMEX
489,5/4/2025,1105,2017,402,0.0,1391.1,300,AMEX
490,5/4/2025,1181,2019,401,1.0,4202.68,250,AMEX
491,5/4/2025,1129,2058,403,0.0,1333.5,450,MASTERCARD
492,5/4/2025,1158,2081,404,3.0,2984.88,360,AMEX
493,5/4/2025,1004,2000,404,0.0,2907.93,280,VISA
494,5/4/2025,1004,2067,403,2.0,465.52,0,MASTERCARD
495,5/4/2025,1004,2064,404,1.0,1323.18,0,MASTERCARD
496,5/4/2025,1027,2012,402,1.0,1121.74,100,MASTERCARD
497,5/4/2025,1049,2079,403,2.0,3802.16,100,MASTERCARD
498,5/4/2025,1068,2050,401,2.0,0,350,VISA
499,5/4/2025,1103,2058,402,1.0,600.08,470,MASTERCARD
500,5/4/2025,1076,2087,401,0.0,159.32,380,AMEX
501,5/4/2025,1023,2051,404,3.0,351.96,120,VISA
502,5/4/2025,1141,2060,401,0.0,408.38,650,MASTERCARD
503,5/4/2025,1179,2021,401,3.0,835.41,130,AMEX
504,5/4/2025,1111,2082,403,0.0,0,0,AMEX
505,5/4/2025,1135,2005,402,1.0,1157.71,410,MASTERCARD
506,5/4/2025,1177,2072,404,2.0,1008.72,450,MASTERCARD
507,5/4/2025,1011,2009,403,0.0,0,435,MASTERCARD
508,5/4/2025,1045,2040,401,1.0,31.09,165,Discover
509,5/4/2025,1150,2018,404,0.0,1084.52,275,AMEX
510,5/4/2025,1076,2020,402,3.0,2254.98,200,AMEX
511,5/4/2025,1173,2069,403,3.0,232.39,390,MASTERCARD
512,5/4/2025,1193,2094,402,0.0,1480.05,310,Discover
513,5/4/2025,1128,2095,403,0.0,0,0,Discover
514,5/4/2025,1025,2055,402,0.0,107.88,100,MASTERCARD
515,5/4/2025,1087,2077,404,2.0,449.46,110,MASTERCARD
516,5/4/2025,1007,2081,403,3.0,746.22,450,AMEX
517,5/4/2025,1125,2029,403,3.0,40.53,420,Discover
518,5/4/2025,1110,2023,404,0.0,1879.08,320,AMEX
519,5/4/2025,1197,2079,403,1.0,855.49,750,MASTERCARD
520,5/4/2025,1182,2009,401,2.0,53.05,150,MASTERCARD
521,5/4/2025,1039,2048,402,3.0,357.63,155,VISA
522,5/4/2025,1081,2046,401,0.0,33.43,135,VISA
523,5/4/2025,1001,2039,404,2.0,2343.46,0,Discover
524,5/4/2025,1194,2034,401,1.0,245.11,470,Discover
525,5/4/2025,1022,2023,404,3.0,5637.24,380,AMEX
526,5/4/2025,1142,2071,404,0.0,615.16,120,MASTERCARD
527,5/4/2025,1006,2011,403,0.0,1229.22,650,MASTERCARD
528,5/4/2025,1152,2076,403,3.0,2418.21,130,MASTERCARD
529,5/4/2025,1003,2037,404,3.0,1440.56,0,Discover
530,5/4/2025,1199,2010,402,1.0,210.17,410,MASTERCARD
531,5/4/2025,1175,2048,402,1.0,965.6,450,VISA
532,5/4/2025,1068,2038,403,3.0,0,435,Discover
533,5/4/2025,1037,2008,402,3.0,266.36,165,MASTERCARD
534,5/4/2025,1070,2053,403,3.0,1830.45,275,VISA
535,5/4/2025,1005,2009,403,2.0,53.05,200,MASTERCARD
536,5/4/2025,1063,2092,404,1.0,867.98,390,Discover
537,5/4/2025,1117,2013,402,2.0,2244.86,310,MASTERCARD
538,5/4/2025,1001,2050,403,3.0,0,0,VISA
539,5/4/2025,1084,2056,403,3.0,1574.16,100,MASTERCARD
540,5/4/2025,1166,2076,402,2.0,0,110,MASTERCARD
541,5/4/2025,1082,2077,402,3.0,0,450,MASTERCARD
542,5/4/2025,1080,2022,404,2.0,1073.89,420,AMEX
543,5/4/2025,1074,2094,404,1.0,444.02,320,Discover
544,5/4/2025,1083,2048,403,3.0,0,470,VISA
545,5/4/2025,1093,2014,402,1.0,221.67,380,MASTERCARD
546,5/4/2025,1174,2098,401,3.0,2723.58,120,Discover
547,5/4/2025,1181,2026,404,2.0,507.74,650,AMEX
548,5/4/2025,1177,2008,404,3.0,332.95,130,MASTERCARD
549,5/4/2025,1035,2081,403,1.0,1343.2,0,AMEX
550,5/4/2025,1064,2084,402,3.0,845.55,410,AMEX
551,5/4/2025,1096,2009,404,3.0,198.93,450,MASTERCARD
552,5/4/2025,1149,2051,404,0.0,0,435,VISA
553,5/4/2025,1092,2089,401,0.0,827.04,165,Discover
554,5/4/2025,1196,2031,403,1.0,1526.31,275,Discover
555,5/4/2025,1165,2078,401,3.0,142.01,200,MASTERCARD
556,5/4/2025,1192,2042,404,0.0,1005.66,390,Discover
557,5/4/2025,1002,2012,403,1.0,560.87,310,MASTERCARD
558,5/4/2025,1130,2095,402,3.0,1963.16,0,Discover
559,5/4/2025,1095,2050,404,1.0,168.1,100,VISA
560,5/4/2025,1088,2003,404,0.0,385.18,110,VISA
561,5/4/2025,1075,2053,401,0.0,1830.45,450,VISA
562,5/4/2025,1186,2018,403,2.0,1301.42,420,AMEX
563,5/4/2025,1087,2058,402,3.0,2667,320,MASTERCARD
564,5/4/2025,1089,2060,401,3.0,408.38,120,MASTERCARD
565,5/4/2025,1184,2089,404,2.0,1984.9,650,Discover
566,5/4/2025,1017,2038,401,0.0,0,130,Discover
567,5/4/2025,1005,2043,401,1.0,786.1,0,Discover
568,5/4/2025,1189,2031,402,1.0,2035.08,410,Discover
569,5/4/2025,1084,2071,404,3.0,0,450,MASTERCARD
570,5/4/2025,1059,2051,402,1.0,527.94,435,VISA
571,5/4/2025,1163,2084,404,3.0,845.55,165,AMEX
572,5/4/2025,1007,2094,402,3.0,493.35,275,Discover
573,5/4/2025,1151,2054,404,0.0,0,200,MASTERCARD
574,5/4/2025,1180,2027,402,2.0,0,390,AMEX
575,5/4/2025,1192,2090,401,0.0,286.56,310,Discover
576,5/4/2025,1137,2023,403,2.0,1503.26,0,AMEX
577,5/4/2025,1050,2058,401,2.0,1066.8,100,MASTERCARD
578,5/4/2025,1171,2062,403,3.0,619.36,110,MASTERCARD
579,5/4/2025,1156,2050,401,2.0,0,450,VISA
580,5/4/2025,1090,2058,402,2.0,1066.8,420,MASTERCARD
581,5/4/2025,1157,2075,401,1.0,702.58,320,MASTERCARD
582,5/4/2025,1080,2015,402,2.0,1619.93,470,MASTERCARD
583,5/4/2025,1029,2023,403,1.0,0,380,AMEX
584,5/4/2025,1130,2049,404,1.0,845.86,120,VISA
585,5/4/2025,1147,2049,404,1.0,845.86,650,VISA
586,5/4/2025,1124,2081,402,1.0,2686.39,130,AMEX
587,5/4/2025,1125,2036,402,1.0,588.55,0,Discover
588,5/4/2025,1080,2057,401,2.0,699.17,410,MASTERCARD
589,5/4/2025,1002,2062,402,1.0,1114.85,450,MASTERCARD
590,5/4/2025,1098,2071,404,3.0,1845.48,435,MASTERCARD
591,5/4/2025,1175,2062,404,3.0,1858.08,165,MASTERCARD
592,5/4/2025,1125,2021,401,0.0,1670.82,275,AMEX
593,5/4/2025,1194,2028,403,0.0,637.94,200,AMEX
594,5/4/2025,1070,2028,403,1.0,0,390,AMEX
595,5/4/2025,1199,2058,404,0.0,2667,310,MASTERCARD
596,5/4/2025,1146,2014,403,2.0,0,0,MASTERCARD
597,5/4/2025,1138,2096,401,3.0,2688.72,120,Discover
598,5/4/2025,1139,2027,404,0.0,258.61,650,AMEX
599,5/4/2025,1188,2083,402,2.0,1229.06,130,AMEX
600,5/4/2025,1008,2057,403,2.0,699.17,0,MASTERCARD
601,5/4/2025,1022,2056,401,1.0,2361.24,410,MASTERCARD
602,5/4/2025,1053,2094,403,3.0,493.35,450,Discover
603,5/4/2025,1042,2078,402,1.0,127.81,435,MASTERCARD
604,5/4/2025,1052,2007,403,2.0,2333.56,165,MASTERCARD
605,5/4/2025,1152,2068,402,2.0,656.19,275,MASTERCARD
606,5/4/2025,1180,2037,403,2.0,288.11,200,Discover
607,5/4/2025,1131,2086,401,1.0,2414.07,390,AMEX
608,5/4/2025,1192,2052,401,2.0,0,310,VISA
609,5/4/2025,1167,2016,402,1.0,290.72,0,MASTERCARD
610,5/4/2025,1037,2091,403,1.0,0,100,Discover
611,5/4/2025,1194,2086,404,3.0,0,110,AMEX
612,5/4/2025,1036,2073,403,3.0,1997.72,450,MASTERCARD
613,5/4/2025,1096,2057,401,0.0,1310.94,420,MASTERCARD
614,5/4/2025,1103,2065,403,2.0,376.27,320,MASTERCARD
615,5/4/2025,1116,2062,403,0.0,1238.72,470,MASTERCARD
616,5/4/2025,1198,2093,401,3.0,0,380,Discover
617,5/4/2025,1162,2085,403,0.0,0,120,AMEX
618,5/4/2025,1136,2050,402,3.0,933.9,650,VISA
619,5/4/2025,1054,2063,403,2.0,441.97,130,MASTERCARD
620,5/4/2025,1072,2043,402,3.0,4367.25,0,Discover
621,5/4/2025,1087,2087,401,0.0,637.28,410,AMEX
622,5/4/2025,1025,2080,404,0.0,3329.04,450,MASTERCARD
623,5/4/2025,1031,2020,404,3.0,1127.49,435,AMEX
624,5/4/2025,1000,2054,402,1.0,1620.92,165,MASTERCARD
625,5/4/2025,1166,2038,402,2.0,2223.62,275,Discover
626,5/4/2025,1023,2083,403,2.0,1229.06,200,AMEX
627,5/4/2025,1021,2047,402,0.0,1674.9,390,VISA
628,5/4/2025,1101,2080,403,1.0,3745.17,310,MASTERCARD
629,5/4/2025,1109,2083,401,0.0,768.16,0,AMEX
630,5/4/2025,1000,2027,404,0.0,517.22,120,AMEX
631,5/4/2025,1033,2075,402,3.0,780.64,650,MASTERCARD
632,5/4/2025,1002,2001,403,0.0,824.7,130,VISA
633,5/4/2025,1108,2088,402,3.0,3546.75,0,AMEX
634,5/4/2025,1018,2029,404,0.0,27.02,410,Discover
635,5/4/2025,1187,2013,401,2.0,2993.15,450,MASTERCARD
636,5/4/2025,1094,2038,402,3.0,926.51,435,Discover
637,5/4/2025,1198,2096,402,1.0,1814.89,165,Discover
638,5/4/2025,1017,2067,401,1.0,523.71,275,MASTERCARD
639,5/4/2025,1112,2044,402,1.0,560.47,200,VISA
640,5/4/2025,1105,2078,404,1.0,383.43,390,MASTERCARD
641,5/4/2025,1022,2012,402,0.0,623.19,310,MASTERCARD
642,5/4/2025,1150,2093,404,2.0,1814.26,0,Discover
643,5/4/2025,1109,2040,402,1.0,31.09,100,Discover
644,5/4/2025,1070,2082,401,1.0,719.82,110,AMEX
645,5/4/2025,1141,2076,403,0.0,3224.28,450,MASTERCARD
646,5/4/2025,1168,2038,402,1.0,1667.72,420,Discover
647,5/4/2025,1191,2050,403,0.0,560.34,320,VISA
648,5/4/2025,1005,2030,404,3.0,679.88,470,Discover
649,5/4/2025,1028,2030,404,0.0,509.91,380,Discover
650,5/4/2025,1135,2001,403,2.0,989.64,120,VISA
651,5/4/2025,1033,2049,404,2.0,751.87,650,VISA
652,5/4/2025,1139,2087,402,3.0,0,130,AMEX
653,5/4/2025,1197,2009,401,0.0,265.24,0,MASTERCARD
654,5/4/2025,1003,2033,402,0.0,836.25,410,Discover
655,5/4/2025,1015,2050,403,3.0,560.34,450,VISA
656,5/4/2025,1108,2089,404,0.0,413.52,435,Discover
657,5/4/2025,1163,2068,402,2.0,3280.96,165,MASTERCARD
658,5/4/2025,1021,2039,401,1.0,878.8,275,Discover
659,5/4/2025,1039,2068,403,3.0,2460.72,200,MASTERCARD
660,5/4/2025,1150,2081,401,2.0,1193.95,390,AMEX
661,5/4/2025,1178,2055,402,0.0,53.94,310,MASTERCARD
662,5/4/2025,1062,2011,404,0.0,0,0,MASTERCARD
663,5/4/2025,1116,2078,401,2.0,0,125,MASTERCARD
664,5/4/2025,1170,2094,402,0.0,986.7,430,Discover
665,5/4/2025,1003,2090,402,0.0,143.28,300,Discover
666,5/4/2025,1041,2063,403,2.0,1325.9,350,MASTERCARD
667,5/4/2025,1042,2047,402,2.0,803.95,455,VISA
668,5/4/2025,1187,2015,401,2.0,0,655,MASTERCARD
669,5/4/2025,1109,2034,401,2.0,326.81,120,Discover
670,5/4/2025,1182,2073,401,3.0,499.43,355,MASTERCARD
671,5/4/2025,1116,2065,403,0.0,470.34,0,MASTERCARD
672,5/4/2025,1127,2072,402,2.0,1008.72,120,MASTERCARD
673,5/4/2025,1040,2032,401,0.0,0,100,Discover
674,5/4/2025,1058,2094,401,0.0,493.35,355,Discover
675,5/4/2025,1003,2031,401,3.0,1695.9,685,Discover
676,5/4/2025,1093,2049,402,1.0,1691.71,0,VISA
677,5/4/2025,1009,2070,404,1.0,30.76,0,MASTERCARD
678,5/4/2025,1082,2031,404,2.0,452.24,130,Discover
679,5/4/2025,1069,2009,403,0.0,0,140,MASTERCARD
680,5/4/2025,1128,2086,401,1.0,804.69,670,AMEX
681,5/4/2025,1057,2066,401,3.0,1548.18,365,MASTERCARD
682,5/4/2025,1017,2059,403,2.0,409.64,310,MASTERCARD
683,5/4/2025,1083,2011,404,0.0,1638.96,310,MASTERCARD
684,5/4/2025,1094,2025,403,2.0,223.7,450,AMEX
685,5/4/2025,1189,2079,402,3.0,3802.16,425,MASTERCARD
686,5/4/2025,1094,2075,404,1.0,702.58,416,MASTERCARD
687,5/4/2025,1187,2069,402,1.0,627.45,825,MASTERCARD
688,5/4/2025,1001,2052,401,1.0,0,625,VISA
689,5/4/2025,1138,2044,401,2.0,166.06,355,VISA
690,5/4/2025,1000,2097,404,2.0,1347.36,340,Discover
691,5/4/2025,1026,2026,402,3.0,211.56,265,AMEX
692,5/4/2025,1125,2007,402,2.0,933.42,165,MASTERCARD
693,5/4/2025,1023,2005,402,3.0,1286.34,0,MASTERCARD
694,5/4/2025,1179,2047,404,0.0,669.96,0,VISA
695,5/4/2025,1148,2012,402,3.0,3115.95,470,MASTERCARD
696,5/4/2025,1019,2075,401,3.0,2341.92,380,MASTERCARD
697,5/4/2025,1169,2016,402,2.0,775.25,120,MASTERCARD
698,5/4/2025,1066,2040,404,2.0,55.26,650,Discover
699,5/4/2025,1081,2057,403,1.0,393.28,130,MASTERCARD
700,5/4/2025,1019,2025,402,0.0,559.24,0,AMEX
701,5/4/2025,1039,2013,402,3.0,4676.8,410,MASTERCARD
702,5/4/2025,1119,2040,404,0.0,69.08,450,Discover
703,5/4/2025,1137,2045,402,3.0,0,435,VISA
704,5/4/2025,1078,2059,403,0.0,1536.15,165,MASTERCARD
705,5/4/2025,1023,2020,403,0.0,0,275,AMEX
706,5/4/2025,1055,2041,402,0.0,4021.05,200,Discover
707,5/4/2025,1182,2031,403,3.0,1695.9,390,Discover
708,5/4/2025,1131,2006,403,2.0,475.2,310,MASTERCARD
709,5/4/2025,1044,2003,404,3.0,1155.54,0,VISA
710,5/4/2025,1142,2095,402,0.0,2453.95,125,Discover
711,5/4/2025,1118,2013,402,0.0,1870.72,430,MASTERCARD
712,5/4/2025,1003,2007,402,1.0,1050.1,300,MASTERCARD
713,5/4/2025,1050,2051,403,0.0,117.32,350,VISA
714,5/4/2025,1149,2075,403,0.0,780.64,455,MASTERCARD
715,5/4/2025,1005,2008,402,3.0,466.13,655,MASTERCARD
716,5/4/2025,1032,2011,403,0.0,409.74,120,MASTERCARD
717,5/4/2025,1010,2059,401,1.0,921.69,355,MASTERCARD
718,5/4/2025,1146,2055,404,3.0,0,0,MASTERCARD
719,5/4/2025,1007,2048,404,1.0,1287.47,120,VISA
720,5/4/2025,1090,2027,402,2.0,413.78,100,AMEX
721,5/4/2025,1071,2057,402,0.0,1310.94,355,MASTERCARD
722,5/4/2025,1157,2079,402,2.0,2281.3,685,MASTERCARD
723,5/4/2025,1127,2052,404,0.0,2193.78,0,VISA
724,5/4/2025,1022,2035,404,1.0,1619.98,0,Discover
725,5/4/2025,1107,2025,402,0.0,279.62,130,AMEX
726,5/4/2025,1097,2091,403,3.0,2717.37,140,Discover
727,5/4/2025,1139,2062,403,2.0,1486.46,670,MASTERCARD
728,5/4/2025,1099,2034,402,0.0,408.51,365,Discover
729,5/4/2025,1081,2076,402,0.0,2418.21,310,MASTERCARD
730,5/4/2025,1199,2035,401,3.0,2699.97,470,Discover
731,5/4/2025,1135,2045,402,1.0,842.78,380,VISA
732,5/4/2025,1025,2031,402,2.0,904.48,120,Discover
733,5/4/2025,1136,2094,401,1.0,0,650,Discover
734,5/4/2025,1147,2049,403,1.0,3383.42,130,VISA
735,5/4/2025,1045,2030,403,2.0,407.93,0,Discover
736,5/4/2025,1151,2003,403,1.0,693.32,410,VISA
737,5/4/2025,1144,2024,404,2.0,298.25,450,AMEX
738,5/4/2025,1044,2062,401,0.0,1238.72,435,MASTERCARD
739,5/4/2025,1014,2029,402,0.0,13.51,165,Discover
740,5/4/2025,1134,2061,401,2.0,639.74,275,MASTERCARD
741,5/4/2025,1157,2025,402,2.0,671.09,200,AMEX
742,5/4/2025,1183,2022,403,0.0,2684.72,390,AMEX
743,5/4/2025,1005,2018,402,0.0,542.26,310,AMEX
744,5/4/2025,1134,2046,401,2.0,53.49,0,VISA
745,5/4/2025,1180,2084,404,0.0,281.85,125,AMEX
746,5/4/2025,1086,2038,403,1.0,1667.72,430,Discover
747,5/4/2025,1040,2093,404,3.0,755.94,300,Discover
748,5/4/2025,1166,2040,402,2.0,27.63,350,Discover
749,5/4/2025,1057,2085,402,3.0,1452.9,455,AMEX
750,5/4/2025,1078,2093,403,1.0,0,655,Discover
751,5/4/2025,1045,2093,401,3.0,2267.82,120,Discover
752,5/4/2025,1197,2072,401,1.0,1513.08,355,MASTERCARD
753,5/4/2025,1154,2040,402,0.0,69.08,0,Discover
754,5/4/2025,1127,2018,403,0.0,0,120,AMEX
755,5/4/2025,1060,2044,403,1.0,934.11,100,VISA
756,5/4/2025,1162,2011,403,3.0,1229.22,355,MASTERCARD
757,5/4/2025,1002,2033,402,1.0,3010.5,685,Discover
758,5/4/2025,1177,2008,403,2.0,159.82,0,MASTERCARD
759,5/4/2025,1027,2092,401,0.0,482.21,0,Discover
760,5/4/2025,1098,2056,404,1.0,944.5,130,MASTERCARD
761,5/4/2025,1105,2063,404,2.0,2209.84,140,MASTERCARD
762,5/4/2025,1139,2048,401,3.0,357.63,670,VISA
763,5/4/2025,1147,2083,402,1.0,691.34,365,AMEX
764,5/4/2025,1115,2009,401,2.0,53.05,310,MASTERCARD
765,5/4/2025,1005,2040,403,0.0,103.62,310,Discover
766,5/4/2025,1018,2043,402,3.0,2620.35,0,Discover
767,5/4/2025,1041,2093,401,0.0,755.94,100,Discover
768,5/4/2025,1086,2076,404,0.0,0,110,MASTERCARD
769,5/4/2025,1110,2083,402,3.0,768.16,450,AMEX
770,5/4/2025,1040,2006,401,2.0,0,420,MASTERCARD
771,5/4/2025,1052,2024,404,2.0,298.25,320,AMEX
772,5/4/2025,1169,2036,403,1.0,392.36,470,Discover
773,5/4/2025,1024,2006,404,3.0,0,380,MASTERCARD
774,5/4/2025,1039,2006,403,0.0,198,120,MASTERCARD
775,5/4/2025,1109,2011,403,3.0,1638.96,650,MASTERCARD
776,5/4/2025,1051,2012,401,1.0,1121.74,130,MASTERCARD
777,5/4/2025,1043,2081,403,0.0,746.22,0,AMEX
778,5/4/2025,1121,2014,403,3.0,985.2,410,MASTERCARD
779,5/4/2025,1120,2062,403,0.0,2477.44,450,MASTERCARD
780,5/4/2025,1164,2069,404,1.0,0,435,MASTERCARD
781,5/4/2025,1094,2048,403,1.0,321.87,165,VISA
782,5/4/2025,1114,2005,403,3.0,428.78,275,MASTERCARD
783,5/4/2025,1119,2033,402,2.0,1338,200,Discover
784,5/4/2025,1144,2007,402,0.0,1166.78,390,MASTERCARD
785,5/4/2025,1021,2085,403,3.0,0,310,AMEX
786,5/4/2025,1193,2075,402,0.0,1561.28,0,MASTERCARD
787,5/4/2025,1099,2066,404,3.0,0,120,MASTERCARD
788,5/4/2025,1146,2030,404,2.0,543.9,100,Discover
789,5/4/2025,1020,2050,401,1.0,168.1,600,VISA
790,5/4/2025,1030,2096,404,1.0,3024.81,250,Discover
791,5/4/2025,1042,2027,402,1.0,232.75,820,AMEX
792,5/4/2025,1010,2054,401,3.0,900.51,160,MASTERCARD
793,5/4/2025,1051,2080,402,2.0,0,340,MASTERCARD
794,5/4/2025,1081,2093,401,0.0,755.94,360,Discover
795,5/4/2025,1099,2071,404,2.0,984.26,0,MASTERCARD
796,5/4/2025,1070,2066,404,0.0,0,650,MASTERCARD
797,5/4/2025,1179,2079,404,0.0,2851.62,750,MASTERCARD
798,5/4/2025,1106,2019,402,0.0,3735.72,200,AMEX
799,5/4/2025,1027,2072,401,2.0,672.48,350,MASTERCARD
800,5/4/2025,1137,2044,404,2.0,830.32,0,VISA
801,5/4/2025,1098,2083,404,3.0,2304.48,0,AMEX
802,5/4/2025,1009,2022,403,3.0,2684.72,125,AMEX
803,5/4/2025,1036,2079,404,0.0,950.54,300,MASTERCARD
804,5/4/2025,1101,2042,402,0.0,335.22,250,Discover
805,5/4/2025,1190,2060,403,2.0,0,450,MASTERCARD
806,5/4/2025,1005,2043,403,2.0,2096.28,360,Discover
807,5/4/2025,1071,2062,401,1.0,557.42,280,MASTERCARD
808,5/4/2025,1034,2038,404,2.0,2223.62,0,Discover
809,5/4/2025,1068,2093,404,0.0,2267.82,0,Discover
810,5/4/2025,1048,2056,402,3.0,524.72,100,MASTERCARD
811,5/4/2025,1189,2062,403,0.0,1858.08,100,MASTERCARD
812,5/4/2025,1131,2020,401,2.0,0,350,AMEX
813,5/4/2025,1181,2064,404,1.0,264.64,470,MASTERCARD
814,5/4/2025,1199,2067,401,1.0,0,380,MASTERCARD
815,5/4/2025,1049,2025,401,1.0,503.32,120,AMEX
816,5/4/2025,1008,2058,401,2.0,533.4,650,MASTERCARD
817,5/4/2025,1180,2025,403,2.0,894.78,130,AMEX
818,5/4/2025,1118,2064,404,0.0,882.12,0,MASTERCARD
819,5/4/2025,1174,2003,402,2.0,308.14,410,VISA
820,5/4/2025,1125,2076,404,1.0,725.46,450,MASTERCARD
821,5/4/2025,1121,2075,403,2.0,2498.05,435,MASTERCARD
822,5/4/2025,1041,2033,401,2.0,669,165,Discover
823,5/4/2025,1007,2049,401,1.0,845.86,275,VISA
824,5/4/2025,1146,2099,402,1.0,581.69,200,Discover
825,5/4/2025,1165,2028,402,2.0,1531.06,390,AMEX
826,5/4/2025,1166,2052,401,0.0,731.26,310,VISA
827,5/4/2025,1121,2016,402,0.0,646.04,0,MASTERCARD
828,5/4/2025,1057,2032,403,2.0,3782.4,100,Discover
829,5/4/2025,1108,2048,403,3.0,357.63,110,VISA
830,5/4/2025,1064,2027,404,2.0,413.78,450,AMEX
831,5/4/2025,1173,2066,404,0.0,2580.3,420,MASTERCARD
832,5/4/2025,1001,2065,403,2.0,376.27,320,MASTERCARD
833,5/4/2025,1076,2087,401,3.0,796.6,750,AMEX
834,5/4/2025,1016,2043,403,2.0,2795.04,150,Discover
835,5/4/2025,1070,2033,403,1.0,752.62,155,Discover
836,5/4/2025,1038,2066,402,0.0,1032.12,135,MASTERCARD
837,5/4/2025,1153,2051,403,1.0,316.76,0,VISA
838,5/4/2025,1184,2003,404,2.0,1848.86,470,VISA
839,5/4/2025,1066,2053,404,3.0,0,380,VISA
840,5/4/2025,1188,2004,402,2.0,2967.2,120,VISA
841,5/4/2025,1185,2091,402,3.0,3623.16,650,Discover
842,5/4/2025,1171,2045,403,1.0,280.93,130,VISA
843,5/4/2025,1168,2071,402,2.0,1968.51,0,MASTERCARD
844,5/4/2025,1024,2060,402,2.0,326.7,410,MASTERCARD
845,5/4/2025,1185,2071,402,2.0,984.26,450,MASTERCARD
846,5/4/2025,1167,2011,402,2.0,327.79,435,MASTERCARD
